Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category
bbjz341859236,35,4.9,25.459775,81.834841,25.569775,81.944841,2022-02-18,17:55:00,18:10:00.0,Cloudy,Medium ,motorcycle ,Urban ,210,Outdoors
jesm060905400,21,4.6,12.98041,77.640489,13.09041,77.750489,2022-03-29,18:30:00,18:45:00.0,Fog,Medium ,motorcycle ,Metropolitian ,145,Sports
siad710211601,32,4.2,9.979186,76.317361,9.989186,76.327361,2022-02-11,09:50:00,09:55:00.0,Stormy,Low ,motorcycle ,Metropolitian ,115,Toys
owlf766927394,24,4.7,12.323194,76.630583,12.353194,76.660583,2022-03-03,18:25:00,18:35:00.0,Cloudy,Medium ,van,Urban ,80,Kitchen
qhwt643382348,32,3.8,26.914142,75.805704,26.994142,75.885704,2022-03-06,22:40:00,22:50:00.0,Cloudy,Low ,scooter ,Metropolitian ,175,Home
taos979064352,36,4.6,12.906229,77.596791,12.956229,77.646791,2022-03-26,18:40:00,18:50:00.0,Windy,Medium ,motorcycle ,Metropolitian ,145,Electronics
jxha519047663,25,4.6,30.893081,75.821495,30.933081,75.861495,2022-02-17,15:00:00,15:15:00.0,Windy,High ,scooter ,Metropolitian ,95,Skincare
svmm286827299,37,4.9,18.927584,72.832585,18.977584,72.882585,2022-03-11,22:00:00,22:15:00.0,Cloudy,Jam ,scooter ,Other,195,Home
idvc620402493,39,4.9,19.254567,72.848923,19.314567,72.908923,2022-03-05,18:15:00,18:20:00.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,170,Outdoors
tbvc207410371,25,4.6,23.355164,85.324097,23.415164,85.384097,2022-03-19,23:15:00,23:25:00.0,Sunny,Low ,motorcycle ,Metropolitian ,80,Books
zmmp444485902,28,4.5,18.592718,73.773572,18.602718,73.783572,2022-03-15,08:20:00,08:25:00.0,Stormy,Low ,scooter ,Urban ,80,Cosmetics
wdqi304049575,24,4.6,30.885814,75.786976,30.905814,75.806976,2022-02-11,10:20:00,10:35:00.0,Stormy,Low ,motorcycle ,Urban ,55,Home
hsvd786851224,25,4.8,17.455894,78.375467,17.515894,78.435467,2022-03-13,18:15:00,18:30:00.0,Stormy,Medium ,scooter ,Urban ,125,Sports
rzxf271868954,36,4.8,18.536718,73.830327,18.596719,73.890327,2022-04-01,18:55:00,19:05:00.0,Fog,Medium ,motorcycle ,Metropolitian ,145,Kitchen
osdt375123736,21,4.6,17.430448,78.418213,17.500448,78.488213,2022-03-08,20:20:00,20:35:00.0,Cloudy,Jam ,motorcycle ,Metropolitian ,215,Cosmetics
ssqr217571771,38,4.9,22.514688,88.393294,22.534688,88.413294,2022-02-11,11:40:00,11:50:00.0,Sunny,High ,motorcycle ,Metropolitian ,85,Snacks
udew741352785,37,4.8,22.745536,75.893106,22.825536,75.973106,2022-03-31,22:00:00,22:05:00.0,Fog,Jam ,motorcycle ,Metropolitian ,260,Toys
emba089749528,25,4.7,13.005801,80.250744,13.085801,80.330744,2022-03-04,17:35:00,17:40:00.0,Windy,Medium ,motorcycle ,Metropolitian ,75,Books
ybor166795451,39,4.6,12.323994,76.626167,12.373994,76.676167,2022-04-03,18:00:00,18:10:00.0,Fog,Medium ,motorcycle ,Urban ,95,Sports
fzzv593019874,25,4.2,11.024839,77.007003,11.064839,77.047003,2022-03-13,12:40:00,12:45:00.0,Sunny,High ,motorcycle ,Metropolitian ,215,Clothing
nbuq671487864,36,4.9,23.353783,85.326967,23.363783,85.336967,2022-03-05,11:45:00,11:55:00.0,Sunny,High ,scooter ,Urban ,105,Electronics
uhko305138917,27,4.8,23.416792,85.316842,23.496792,85.396842,2022-03-04,20:40:00,20:50:00.0,Fog,Jam ,motorcycle ,Metropolitian ,205,Home
cjld200477837,34,4.8,19.876106,75.340775,19.926106,75.390775,2022-02-15,21:40:00,21:50:00.0,Sandstorms,Jam ,van,Metropolitian ,125,Sports
qcnp699972139,29,4.5,21.157735,72.768778,21.187735,72.798778,2022-03-11,22:25:00,22:30:00.0,Windy,Low ,motorcycle ,Metropolitian ,95,Snacks
hmyy650826340,39,4.8,12.326356,76.619103,12.386356,76.679103,2022-03-26,23:30:00,23:35:00.0,Windy,Low ,scooter ,Metropolitian ,115,Kitchen
broc583934059,34,4.3,26.49095,80.318656,26.50095,80.328656,2022-02-15,10:00:00,10:15:00.0,Windy,Low ,motorcycle ,Metropolitian ,100,Snacks
ucrj268656333,28,5.0,13.02978,80.208812,13.03978,80.218812,2022-03-21,08:35:00,08:50:00.0,Sunny,Low ,scooter ,Metropolitian ,120,Electronics
crkq926827558,24,4.8,22.751857,75.866699,22.821857,75.936699,2022-04-06,19:15:00,19:20:00.0,Stormy,Jam ,motorcycle ,Metropolitian ,140,Jewelry
bajg463441784,38,4.6,18.516216,73.842527,18.576216,73.902527,2022-03-24,17:35:00,17:50:00.0,Cloudy,Medium ,motorcycle ,Metropolitian ,135,Pet Supplies
vzul280099607,26,4.6,18.543626,73.905101,18.613626,73.975101,2022-03-02,18:20:00,18:35:00.0,Sunny,Medium ,motorcycle ,Metropolitian ,80,Clothing
linu089149477,36,4.8,30.899992,75.831338,30.949992,75.881338,2022-02-17,20:40:00,20:45:00.0,Sunny,Jam ,motorcycle ,Metropolitian ,140,Apparel
efcr592528237,29,4.6,18.543626,73.905101,18.603626,73.965101,2022-03-11,20:35:00,20:50:00.0,Windy,Jam ,motorcycle ,Metropolitian ,100,Cosmetics
wzib396302696,38,4.9,23.266261,77.379605,23.296261,77.409605,2022-02-17,21:00:00,21:05:00.0,Sandstorms,Jam ,scooter ,Metropolitian ,170,Shoes
hekk589802389,24,4.8,30.905562,75.832841,30.985562,75.912841,2022-02-16,17:10:00,17:25:00.0,Stormy,Medium ,scooter ,Metropolitian ,75,Apparel
rbxt827666025,23,5.0,21.186884,72.793616,21.256884,72.863616,2022-03-25,17:50:00,18:05:00.0,Sunny,Medium ,motorcycle ,Metropolitian ,100,Toys
spzf003661647,38,4.4,23.333017,85.3172,23.403017,85.3872,2022-03-31,17:40:00,17:50:00.0,Stormy,Medium ,scooter ,Metropolitian ,160,Toys
dpon199283102,33,4.9,30.327968,78.046106,30.377968,78.096106,2022-02-11,21:45:00,21:50:00.0,Windy,Jam ,scooter ,Metropolitian ,160,Clothing
trhp949131074,20,4.7,22.760072,75.892574,22.770072,75.902574,2022-04-03,11:10:00,11:25:00.0,Cloudy,High ,motorcycle ,Metropolitian ,135,Skincare
hdkm906483555,35,5.0,17.455894,78.375467,17.475894,78.395467,2022-04-03,10:25:00,10:40:00.0,Cloudy,Low ,scooter ,Metropolitian ,85,Sports
pnfg837391184,38,4.8,26.474986,80.342796,26.534986,80.402796,2022-02-13,19:15:00,19:20:00.0,Stormy,Jam ,motorcycle ,Metropolitian ,185,Outdoors
afqi250784307,20,4.9,17.455894,78.375467,17.585894,78.505467,2022-03-02,19:00:00,19:15:00.0,Fog,Medium ,motorcycle ,Metropolitian ,170,Clothing
xkyf353540248,36,4.8,22.760072,75.892574,22.790072,75.922574,2022-03-05,17:35:00,17:50:00.0,Fog,Medium ,scooter ,Metropolitian ,80,Snacks
ekrp465666541,37,4.8,12.323225,76.630028,12.363225,76.670028,2022-04-03,13:55:00,14:05:00.0,Fog,High ,scooter ,Metropolitian ,28,Grocery
fzus958682064,27,4.5,22.32,73.17,22.4,73.25,2022-03-04,21:40:00,21:50:00.0,Windy,Jam ,motorcycle ,Metropolitian ,110,Toys
lebq239215969,21,4.8,22.307898,73.167788,22.337898,73.197788,2022-03-15,20:50:00,20:55:00.0,Sunny,Jam ,scooter ,Other,70,Kitchen
vuxl284139526,25,4.6,21.157729,72.768726,21.207729,72.818726,2022-03-19,23:15:00,23:30:00.0,Sandstorms,Low ,motorcycle ,Other,75,Jewelry
temu923783468,39,4.7,10.994136,76.963303,11.054136,77.023303,2022-04-01,21:15:00,21:20:00.0,Sunny,Jam ,motorcycle ,Metropolitian ,100,Sports
mqeq874545228,28,4.5,13.081878,80.248519,13.141878,80.308519,2022-03-13,20:45:00,20:55:00.0,Cloudy,Jam ,motorcycle ,Metropolitian ,115,Apparel
ngfj096328913,37,4.2,12.337978,76.616792,12.367978,76.646792,2022-04-05,22:40:00,22:50:00.0,Sandstorms,Low ,motorcycle ,Metropolitian ,115,Cosmetics
qpev809948790,25,4.6,11.022169,76.999594,11.132169,77.109594,2022-03-12,22:35:00,22:45:00.0,Stormy,Low ,scooter ,Metropolitian ,70,Sports
wjxr487294504,29,5.0,17.422819,78.449578,17.432819,78.459578,2022-03-03,10:35:00,10:50:00.0,Sandstorms,Low ,motorcycle ,Metropolitian ,70,Toys
zkrs391433314,29,4.8,12.323194,76.630583,12.333194,76.640583,2022-03-30,12:00:00,12:15:00.0,Fog,High ,motorcycle ,Metropolitian ,130,Apparel
kjht356207304,30,4.7,12.914264,77.6784,12.934264,77.6984,2022-03-17,09:15:00,09:30:00.0,Stormy,Low ,scooter ,Urban ,100,Snacks
qyea015710074,33,4.7,12.323978,76.627961,12.383978,76.687961,2022-03-09,23:20:00,23:25:00.0,Cloudy,Low ,motorcycle ,Metropolitian ,19,Grocery
pvye127671343,35,4.5,21.15276,72.778059,21.18276,72.808059,2022-03-11,22:55:00,23:10:00.0,Sandstorms,Low ,scooter ,Metropolitian ,28,Grocery
emhh568791054,24,4.6,23.369746,85.33982,23.499746,85.46982,2022-03-20,19:45:00,19:50:00.0,Fog,Jam ,van,Metropolitian ,165,Toys
hcsn924394617,31,4.6,11.006686,76.951736,11.046686,76.991736,2022-03-28,12:15:00,12:30:00.0,Sunny,High ,scooter ,Other,105,Sports
xtsa296912025,22,4.8,11.02091,76.940432,11.06091,76.980432,2022-04-03,12:25:00,12:30:00.0,Sandstorms,High ,motorcycle ,Metropolitian ,125,Skincare
ermn886478618,39,4.3,18.593481,73.785901,18.673481,73.865901,2022-03-10,19:50:00,20:00:00.0,Stormy,Jam ,motorcycle ,Metropolitian ,215,Skincare
nyog082629543,24,4.9,22.551084,88.354127,22.611084,88.414127,2022-02-17,19:35:00,19:50:00.0,Windy,Jam ,scooter ,Metropolitian ,140,Clothing
ctrz248374321,28,4.5,26.849596,75.800512,26.939596,75.890512,2022-03-16,19:10:00,19:25:00.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,125,Home
sjkq535759726,22,4.6,23.354422,85.3329,23.444422,85.4229,2022-04-06,21:20:00,21:30:00.0,Windy,Jam ,scooter ,Metropolitian ,145,Sports
txhz258191589,31,3.5,17.483216,78.552111,17.613216,78.682111,2022-03-18,23:35:00,23:50:00.0,Fog,Low ,scooter ,Urban ,155,Shoes
hqox276241766,33,4.7,12.323978,76.627961,12.393978,76.697961,2022-03-14,19:35:00,19:50:00.0,Sunny,Jam ,scooter ,Urban ,100,Snacks
ozug272659212,34,4.5,11.022298,76.998349,11.032298,77.008349,2022-03-26,10:40:00,10:55:00.0,Windy,Low ,scooter ,Metropolitian ,110,Shoes
vlex225612870,35,4.7,18.927584,72.832585,19.057584,72.962585,2022-04-06,17:10:00,17:15:00.0,Sunny,Medium ,scooter ,Metropolitian ,120,Shoes
zssi142782344,20,4.6,12.284747,76.625861,12.304747,76.645861,2022-04-01,11:55:00,12:00:00.0,Fog,High ,motorcycle ,Urban ,115,Electronics
nagg800854701,21,4.3,26.463504,80.372929,26.503504,80.412929,2022-02-13,12:45:00,12:50:00.0,Fog,High ,motorcycle ,Metropolitian ,165,Outdoors
ukix360642561,33,4.7,26.956431,75.776649,27.026431,75.846649,2022-03-10,17:40:00,17:50:00.0,Sunny,Medium ,scooter ,Urban ,105,Jewelry
esdn377927856,26,4.5,27.157772,78.04725,27.297772,78.18725,2022-02-18,17:50:00,17:55:00.0,Sunny,Medium ,motorcycle ,Metropolitian ,80,Shoes
kwtu191738232,37,5.0,12.913041,77.683237,12.943041,77.713237,2022-03-28,20:50:00,21:00:00.0,Stormy,Jam ,motorcycle ,Metropolitian ,170,Shoes
abwe493376570,33,4.9,15.516833,73.768172,15.566833,73.818172,2022-02-11,21:35:00,21:50:00.0,Sunny,Jam ,scooter ,Metropolitian ,90,Kitchen
ywxc808340866,29,4.9,17.450851,78.379347,17.470851,78.399347,2022-03-01,09:00:00,09:05:00.0,Windy,Low ,motorcycle ,Metropolitian ,65,Jewelry
xuju291630511,24,4.8,26.766536,75.837333,26.776536,75.847333,2022-03-28,09:35:00,09:50:00.0,Windy,Low ,scooter ,Metropolitian ,14,Grocery
rqdi101043158,33,4.6,18.516216,73.842527,18.536216,73.862527,2022-03-26,09:15:00,09:30:00.0,Fog,Low ,scooter ,Urban ,90,Electronics
zmcw190790114,31,4.8,22.533662,88.366217,22.603662,88.436217,2022-02-18,22:45:00,22:55:00.0,Windy,Low ,motorcycle ,Urban ,130,Toys
galv648924453,21,4.6,21.160437,72.774209,21.170437,72.784209,2022-03-28,10:35:00,10:50:00.0,Fog,Low ,scooter ,Metropolitian ,55,Kitchen
zybi824735933,30,4.8,13.005801,80.250744,13.015801,80.260744,2022-03-21,10:55:00,11:10:00.0,Windy,Low ,scooter ,Metropolitian ,135,Electronics
bqbz087782451,29,4.7,13.049645,80.242268,13.099645,80.292268,2022-03-21,18:45:00,18:55:00.0,Sunny,Medium ,scooter ,Urban ,70,Shoes
zjym328571448,34,4.7,12.98041,77.640489,13.03041,77.690489,2022-03-05,22:50:00,23:00:00.0,Sandstorms,Low ,scooter ,Metropolitian ,115,Electronics
ttcb478215532,20,4.4,12.311072,76.654878,12.381072,76.724878,2022-04-04,21:55:00,22:10:00.0,Sandstorms,Jam ,motorcycle ,Urban ,170,Electronics
lgvw325099371,26,4.5,19.879631,75.323403,19.939631,75.383403,2022-02-15,21:40:00,21:45:00.0,Windy,Jam ,scooter ,Urban ,95,Skincare
tkke828590082,25,4.8,18.536562,73.896485,18.566562,73.926485,2022-03-30,19:25:00,19:35:00.0,Stormy,Jam ,motorcycle ,Urban ,95,Outdoors
omys380670269,39,5.0,17.429585,78.392621,17.479585,78.442621,2022-03-13,21:15:00,21:25:00.0,Fog,Jam ,van,Metropolitian ,39,Grocery
byex291572480,34,4.4,26.474986,80.342796,26.554986,80.422796,2022-02-12,23:25:00,23:35:00.0,Fog,Low ,motorcycle ,Urban ,175,Books
zijt282014118,26,4.5,21.173343,72.792731,21.213343,72.832731,2022-03-19,14:15:00,14:30:00.0,Cloudy,High ,motorcycle ,Metropolitian ,110,Skincare
ttou430204553,29,5.0,13.027018,80.254791,13.117018,80.344791,2022-03-02,22:55:00,23:05:00.0,Cloudy,Low ,scooter ,Urban ,120,Clothing
rqld883531476,34,4.1,12.935662,77.61413,13.025662,77.70413,2022-03-25,20:50:00,20:55:00.0,Stormy,Jam ,motorcycle ,Metropolitian ,175,Snacks
dhxs177781066,27,4.6,10.96185,76.971082,11.03185,77.041082,2022-03-06,22:20:00,22:25:00.0,Sandstorms,Low ,scooter ,Metropolitian ,55,Cosmetics
eswc894938741,27,4.8,12.933284,77.615428,13.023284,77.705428,2022-03-10,19:20:00,19:35:00.0,Windy,Jam ,motorcycle ,Metropolitian ,175,Cosmetics
uuef932938839,31,4.9,30.362686,78.06889,30.502686,78.20889,2022-02-14,19:10:00,19:15:00.0,Sunny,Jam ,scooter ,Metropolitian ,125,Jewelry
lvja481869510,20,4.7,26.910262,75.783013,27.040262,75.913013,2022-04-02,21:20:00,21:35:00.0,Windy,Jam ,scooter ,Metropolitian ,135,Electronics
vxsj879458104,33,4.6,13.081878,80.248519,13.131878,80.298519,2022-03-03,19:20:00,19:25:00.0,Sunny,Jam ,scooter ,Urban ,90,Pet Supplies
tpjj042849790,23,4.8,22.527893,88.368628,22.557893,88.398628,2022-02-17,18:55:00,19:00:00.0,Fog,Medium ,scooter ,Metropolitian ,85,Electronics
veag112337851,39,4.9,11.022169,76.999594,11.152169,77.129594,2022-03-25,20:35:00,20:50:00.0,Stormy,Jam ,motorcycle ,Metropolitian ,135,Skincare
xxas424626013,30,4.8,26.90294,75.793007,26.98294,75.873007,2022-03-18,22:35:00,22:40:00.0,Fog,Low ,van,Metropolitian ,135,Jewelry
pzhh424239762,36,4.5,25.450377,81.834236,25.480377,81.864236,2022-02-17,20:35:00,20:40:00.0,Sunny,Jam ,scooter ,Metropolitian ,120,Electronics
bpkm613437028,27,4.7,21.186438,72.794115,21.196438,72.804115,2022-04-03,08:20:00,08:35:00.0,Cloudy,Low ,motorcycle ,Metropolitian ,19,Grocery
wyvn519052554,27,4.5,22.577821,88.400581,22.707821,88.530581,2022-02-18,18:15:00,18:25:00.0,Cloudy,Medium ,motorcycle ,Metropolitian ,145,Toys
myzm632969092,28,4.6,18.569156,73.774723,18.589156,73.794723,2022-03-11,09:15:00,09:20:00.0,Windy,Low ,van,Metropolitian ,50,Books
ubkz508490091,24,4.8,18.536718,73.830327,18.556718,73.850327,2022-03-26,09:35:00,09:40:00.0,Cloudy,Low ,van,Metropolitian ,65,Books
lmpc774243107,31,4.7,12.311072,76.654878,12.421072,76.764878,2022-03-16,17:40:00,17:55:00.0,Sunny,Medium ,scooter ,Metropolitian ,80,Skincare
julc860983123,36,3.7,23.359033,85.325347,23.429033,85.395347,2022-03-29,17:20:00,17:25:00.0,Windy,Medium ,scooter ,Metropolitian ,165,Skincare
ydjc586459520,31,4.9,22.732225,75.874765,22.822225,75.964765,2022-03-08,23:15:00,23:25:00.0,Sandstorms,Low ,van,Metropolitian ,85,Snacks
vsxf668876873,36,4.8,22.760072,75.892574,22.890072,76.022574,2022-03-16,22:40:00,22:55:00.0,Windy,Low ,scooter ,Metropolitian ,125,Toys
xoqv677786546,32,4.6,12.934365,77.616155,12.994365,77.676155,2022-04-03,17:10:00,17:25:00.0,Cloudy,Medium ,scooter ,Urban ,80,Skincare
gxhg760444447,28,4.8,30.362686,78.06889,30.392686,78.09889,2022-02-11,22:40:00,22:45:00.0,Sandstorms,Low ,motorcycle ,Metropolitian ,70,Books
wxbm067545856,36,5.0,18.536718,73.830327,18.576718,73.870328,2022-04-01,12:20:00,12:25:00.0,Windy,High ,motorcycle ,Semi-Urban ,245,Kitchen
hbca198009088,30,4.7,11.025083,77.015393,11.085083,77.075393,2022-04-01,23:20:00,23:35:00.0,Cloudy,Low ,scooter ,Metropolitian ,90,Toys
ghiq968772040,27,4.6,22.732225,75.874765,22.802225,75.944765,2022-04-06,23:50:00,23:55:00.0,Cloudy,Low ,motorcycle ,Other,110,Sports
fyej015952616,33,4.5,18.927584,72.832585,18.957584,72.862585,2022-03-17,00:00:00,00:10:00.0,Windy,Low ,scooter ,Metropolitian ,100,Jewelry
ghtf209158663,25,4.3,15.546594,73.760431,15.556594,73.770431,2022-02-17,10:30:00,10:35:00.0,Stormy,Low ,motorcycle ,Metropolitian ,120,Electronics
iust579586436,38,4.7,12.337928,76.617889,12.387928,76.667889,2022-03-11,20:40:00,20:55:00.0,Sandstorms,Jam ,van,Metropolitian ,145,Electronics
bmms962191080,36,4.6,12.352058,76.60665,12.412058,76.66665,2022-03-24,23:55:00,00:05:00.0,Fog,Low ,motorcycle ,Other,105,Clothing
vnqe841613400,33,4.9,22.744648,75.894377,22.834648,75.984377,2022-04-06,23:15:00,23:20:00.0,Windy,Low ,motorcycle ,Metropolitian ,110,Electronics
fdjt838218777,34,4.6,21.186608,72.794136,21.236608,72.844136,2022-03-11,18:00:00,18:05:00.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,135,Shoes
jvys669590459,33,4.8,12.970324,77.645748,13.080324,77.755748,2022-03-02,21:30:00,21:40:00.0,Fog,Jam ,motorcycle ,Metropolitian ,200,Cosmetics
sbfc532866360,31,4.7,12.972793,80.249982,12.992793,80.269982,2022-03-09,10:30:00,10:45:00.0,Windy,Low ,scooter ,Urban ,105,Snacks
ucrh245047910,37,4.6,15.157944,73.950889,15.247944,74.040889,2022-02-16,19:10:00,19:15:00.0,Fog,Jam ,motorcycle ,Metropolitian ,48,Grocery
eqjj256745709,21,5.0,25.45235,81.841889,25.51235,81.901889,2022-02-13,19:30:00,19:45:00.0,Stormy,Jam ,scooter ,Metropolitian ,145,Home
tvnz905717539,38,4.6,12.284747,76.625861,12.374747,76.715861,2022-04-04,20:25:00,20:40:00.0,Windy,Jam ,motorcycle ,Metropolitian ,180,Sports
ozff132250475,28,4.0,13.027018,80.254791,13.077018,80.304791,2022-03-01,21:25:00,21:40:00.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,170,Home
nvvg574209507,29,4.8,13.064181,80.236442,13.074181,80.246442,2022-03-03,08:55:00,09:00:00.0,Sunny,Low ,scooter ,Metropolitian ,100,Books
togq812304859,30,4.7,26.902908,75.792934,26.942908,75.832934,2022-03-01,16:50:00,17:05:00.0,Fog,Medium ,motorcycle ,Metropolitian ,75,Sports
ejlv735866644,23,4.2,27.16185,78.040165,27.24185,78.120165,2022-02-16,18:45:00,18:55:00.0,Fog,Medium ,scooter ,Metropolitian ,180,Cosmetics
mexi889463821,29,4.8,30.88722,75.804893,30.91722,75.834893,2022-02-17,19:25:00,19:35:00.0,Sandstorms,Jam ,van,Metropolitian ,55,Sports
dnlt735878104,39,3.6,11.016298,76.972076,11.126298,77.082076,2022-03-18,22:15:00,22:25:00.0,Cloudy,Low ,motorcycle ,Metropolitian ,175,Sports
eeju630093738,31,4.6,18.53408,73.89852,18.64408,74.00852,2022-03-04,20:30:00,20:40:00.0,Sandstorms,Jam ,motorcycle ,Semi-Urban ,260,Jewelry
qkux956576156,27,4.8,30.328174,78.049117,30.438174,78.159117,2022-02-16,19:00:00,19:05:00.0,Stormy,Medium ,van,Urban ,17,Grocery
urgo589041952,30,4.6,11.008638,76.984311,11.118638,77.094311,2022-03-29,17:50:00,18:05:00.0,Sunny,Medium ,scooter ,Metropolitian ,85,Cosmetics
ecng782041750,30,4.6,13.049645,80.242268,13.069645,80.262268,2022-03-19,09:55:00,10:05:00.0,Windy,Low ,scooter ,Metropolitian ,110,Electronics
brub651048429,28,4.6,12.978453,77.643685,13.068453,77.733685,2022-03-04,17:30:00,17:40:00.0,Stormy,Medium ,scooter ,Other,115,Cosmetics
myoe351022072,34,4.9,11.02091,76.940432,11.03091,76.950432,2022-03-11,10:00:00,10:10:00.0,Fog,Low ,motorcycle ,Metropolitian ,85,Clothing
zjco411510237,27,4.7,22.538731,88.364878,22.568731,88.394878,2022-02-11,22:55:00,23:00:00.0,Fog,Low ,motorcycle ,Metropolitian ,80,Sports
wkct116041100,30,4.6,23.232537,77.429845,23.302537,77.499845,2022-02-16,23:35:00,23:40:00.0,Sunny,Low ,motorcycle ,Metropolitian ,95,Skincare
vpuc689680491,21,4.7,21.149569,72.772697,21.229569,72.852697,2022-03-10,23:10:00,23:15:00.0,Windy,Low ,motorcycle ,Metropolitian ,120,Shoes
lpqd469288592,27,4.4,13.029198,77.570997,13.099198,77.640997,2022-03-20,19:30:00,19:35:00.0,Fog,Jam ,scooter ,Metropolitian ,175,Cosmetics
aegn029390607,20,4.2,12.325461,76.632278,12.345461,76.652278,2022-03-26,08:35:00,08:50:00.0,Stormy,Low ,motorcycle ,Metropolitian ,29,Grocery
ujbs601615943,31,4.6,17.451976,78.385883,17.541976,78.475883,2022-04-04,17:30:00,17:40:00.0,Sunny,Medium ,scooter ,Urban ,130,Kitchen
qtch434702220,22,4.1,27.158822,78.045359,27.248822,78.135359,2022-02-18,20:50:00,21:05:00.0,Cloudy,Jam ,motorcycle ,Metropolitian ,170,Snacks
eusq362307594,23,4.9,13.081878,80.248519,13.091878,80.258519,2022-03-01,12:00:00,12:05:00.0,Windy,High ,scooter ,Metropolitian ,120,Outdoors
navo855178808,26,4.6,19.003517,72.82765,19.083517,72.90765,2022-03-29,19:40:00,19:55:00.0,Sunny,Jam ,motorcycle ,Metropolitian ,110,Apparel
whpx022165803,28,4.5,23.371292,85.327872,23.421292,85.377872,2022-03-26,19:50:00,20:05:00.0,Cloudy,Jam ,motorcycle ,Metropolitian ,150,Pet Supplies
zucr259565390,26,4.1,11.000762,76.981876,11.050762,77.031876,2022-03-17,23:40:00,23:55:00.0,Stormy,Low ,motorcycle ,Metropolitian ,80,Shoes
rcdc469781106,39,4.8,11.003681,76.975525,11.093681,77.065525,2022-03-14,23:00:00,23:10:00.0,Fog,Low ,motorcycle ,Metropolitian ,220,Pet Supplies
qrxb815873325,38,3.8,11.026117,76.944652,11.156117,77.074652,2022-03-20,21:20:00,21:35:00.0,Stormy,Jam ,motorcycle ,Metropolitian ,205,Kitchen
zxzm827992607,25,4.4,12.337928,76.617889,12.427928,76.707889,2022-04-02,19:45:00,19:50:00.0,Stormy,Jam ,motorcycle ,Metropolitian ,165,Clothing
xwpe954949050,27,4.7,15.546594,73.760431,15.566594,73.780431,2022-02-17,09:55:00,10:10:00.0,Sandstorms,Low ,scooter ,Urban ,50,Cosmetics
yzpp529647771,29,4.9,11.006686,76.951736,11.026686,76.971736,2022-03-07,10:15:00,10:20:00.0,Sunny,Low ,scooter ,Urban ,75,Outdoors
abob199164126,22,4.8,12.304569,76.643622,12.334569,76.673622,2022-03-05,17:45:00,17:50:00.0,Cloudy,Medium ,motorcycle ,Urban ,95,Books
swwz034241877,20,4.5,12.933284,77.615428,12.973284,77.655428,2022-03-03,16:45:00,16:50:00.0,Cloudy,Medium ,motorcycle ,Metropolitian ,115,Home
xzfh887992064,31,4.6,26.911927,75.797282,26.921927,75.807282,2022-03-19,10:25:00,10:30:00.0,Cloudy,Low ,motorcycle ,Urban ,95,Outdoors
lsjk696739204,32,4.7,23.357804,85.325146,23.387804,85.355146,2022-03-26,17:20:00,17:30:00.0,Fog,Medium ,motorcycle ,Metropolitian ,125,Kitchen
xqxf325139936,39,4.6,23.351489,85.324253,23.481489,85.454253,2022-03-18,18:35:00,18:45:00.0,Fog,Medium ,scooter ,Metropolitian ,165,Shoes
scqr294223322,31,4.3,21.173493,72.801953,21.253493,72.881953,2022-03-23,20:30:00,20:40:00.0,Cloudy,Jam ,motorcycle ,Urban ,35,Grocery
uked531659932,21,4.9,19.22384,72.841347,19.33384,72.951347,2022-03-27,19:15:00,19:20:00.0,Sunny,Jam ,motorcycle ,Metropolitian ,100,Pet Supplies
zrsu609447914,28,4.3,11.022169,76.999594,11.072169,77.049594,2022-03-01,20:20:00,20:25:00.0,Sunny,Jam ,motorcycle ,Semi-Urban ,250,Home
mrtz690369413,29,4.6,11.026117,76.944652,11.086117,77.004652,2022-03-24,18:10:00,18:20:00.0,Fog,Medium ,scooter ,Urban ,75,Books
ekux803260293,22,4.4,12.978453,77.643685,13.088453,77.753685,2022-03-23,19:45:00,19:55:00.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,195,Skincare
tydi511573079,27,4.7,17.458998,78.500366,17.548998,78.590366,2022-03-02,20:40:00,20:55:00.0,Cloudy,Jam ,van,Urban ,200,Pet Supplies
pxgd965743771,21,4.3,11.001753,76.986241,11.071753,77.056241,2022-03-02,20:40:00,20:50:00.0,Sunny,Jam ,motorcycle ,Metropolitian ,165,Apparel
usiv881319590,20,4.8,30.319528,78.040267,30.449528,78.170267,2022-02-12,18:10:00,18:15:00.0,Fog,Medium ,scooter ,Metropolitian ,165,Pet Supplies
kdzh548900592,39,4.3,19.12663,72.829976,19.21663,72.919976,2022-03-02,19:00:00,19:05:00.0,Cloudy,Medium ,motorcycle ,Other,205,Pet Supplies
lwch955520149,22,4.9,23.359194,85.325447,23.369194,85.335447,2022-03-17,09:00:00,09:10:00.0,Cloudy,Low ,motorcycle ,Urban ,110,Toys
jajt936908615,36,3.5,22.751234,75.88949,22.831234,75.96949,2022-03-18,19:45:00,20:00:00.0,Windy,Jam ,scooter ,Urban ,205,Apparel
